"Occupation, 1950 basis",Single words,year,gender,prestige,education,income,moral
Bartenders,bartender,1990,-0.03815149789282522,-0.03573801174267424,0.005001722788239127,0.005536931511454384,-0.013410700963822615
Librarians,librarian,1990,0.15738886111596617,0.10972891630257975,0.044105307074229494,-0.02832257459092303,0.0636631850287432
Economists,economist,1990,-0.08606379599589836,0.2695705561134263,0.03283499864280799,0.013377257132101826,0.011950324183873033
Architects,architect,1990,-0.08914682089024167,0.26749308119445164,0.07112044689820642,0.1369418657315046,0.10922345820922691
Plasterers,plasterer,1990,,,,,
Physicists,physicist,1990,-0.11629411329736028,0.17023223907919682,0.02750896496464423,0.038149847863758,0.03962660236020393
Bootblacks,bootblack,1990,,,,,
Osteopaths,osteopath,1990,-0.03930107544046449,0.209274800772555,-0.03226655968135751,-0.008504860637231194,0.03806880429942634
Bookkeepers,bookkeeper,1990,0.0682887548266167,0.033417089637465085,0.08737036000532655,0.03455645270575527,0.02589924919135966
Bus drivers,"driver, chauffeur, motorist",1990,-0.050542370113480145,-0.01763074535862778,-0.02637751997418472,-0.03089360815363353,-0.011968504072860616
Blacksmiths,blacksmith,1990,-0.07958712027430077,0.056762038943679156,-0.02437064373688171,-0.043530756940965684,0.159189930528156
Pharmacists,pharmacist,1990,-0.06641480098552138,0.0722991949199641,0.032201638452179174,-0.0593877465872587,0.014109024039293962
Millwrights,millwright ,1990,,,,,
Bookbinders,bookbinder ,1990,,,,,
Postmasters,"postmaster, mailperson",1990,-0.09741109268889728,0.05113329355923174,-0.011395709440948348,-0.03353955436466788,0.02582168444951206
Loom fixers,"loomfixer, loomer",1990,,,,,
Auctioneers,auctioneer,1990,-0.1254927257057838,0.0393415175231016,-0.141625980343977,0.06109343854931688,0.03796806295271751
Electricians,electrician,1990,-0.14342784518600227,0.10466832840699233,0.03921037726645996,-0.1229849030713511,0.025989737662296515
Bank tellers,teller,1990,0.04067523228058569,0.008403039917392649,-0.03349321524550403,-0.048332552606422614,-0.05326892562853145
Agents (nec),agent,1990,-0.09807306919150807,0.12871559940257782,-0.002087909632875626,-0.00040864637541090454,-0.0869080053606133
Upholsterers,upholsterer,1990,-0.05913438258274743,0.2219265118477067,0.03219299722499153,0.14254529895763873,0.04756521516280189
Boilermakers,boilermaker,1990,-0.05853044085203829,0.07450580732781155,0.06312705554907735,-0.00015601225380273281,-0.020771883954060197
Optometrists,optometrist,1990,-0.0052001553182033575,0.11701615544321914,-0.04625332208610522,-0.03151483910255037,-0.041532110645223067
Paperhangers,paperhanger,1990,,,,,
Mail carriers,"courier, deliverer, carrier",1990,-0.07326018569745142,0.05442797226794766,-0.03756991424239826,-0.04450942253042536,0.019401443939355847
Photographers,photographer,1990,0.020005070928326287,0.16692147866446455,0.10276000147166789,0.03983518254331471,0.060347754665241546
Psychologists,psychologist,1990,0.07491507861572219,0.23087644861777692,0.1304247096660442,-0.00961893284867259,0.09118962381145644
Demonstrators,demonstrator,1990,0.013697074618639409,0.014692534695215278,-0.0636547515649898,-0.10491608267803443,-0.010447495474616595
Cabinetmakers,cabinetmaker ,1990,,,,,
Chiropractors,chiropractor,1990,-0.031478793337551894,0.03489065320006172,0.050465892205990306,-0.05258469458444669,0.02955713690955493
Veterinarians,veterinarian,1990,-0.023991852719422932,0.0670909447629178,0.07073898152237211,-0.09859428524696452,-0.023497365431131987
Laborers (nec),laborer,1990,-0.12061624656851769,-0.12893156891793875,-0.09489773736587089,-0.1919184047018871,0.039759837187777744
"Molders, metal","molder, metalsmith",1990,-0.02538842666132155,0.08923869444818557,-0.01600905975328081,0.12869323316185427,0.0762808905129177
